date,country_code,article,qid,pageviews,lang_code,instance_of,summary,category
2023-03-22,JP,周東佑京,Q43426837,64841,ja,human,Ukyo Shuto baseball player baseball player,current
2023-03-07,JP,徳川家重,Q323443,64700,ja,human,Tokugawa Ieshige Tokugawa shogun (1712-1761) samurai,historical
2023-03-15,JP,ガーシー,Q111593161,63453,ja,human,GaaSyy Japanese politician and YouTuber YouTuber,current
2023-03-11,JP,木村文乃,Q13099808,62774,ja,human,Fumino Kimura Japanese actress actor,current
2023-03-21,JP,成瀬活雄,Q11495580,62303,ja,human,Katsuo Naruse Japanese film director and screenwriter screenwriter,current
2023-03-20,JP,渡部篤郎,Q5368124,62209,ja,human,Atsurō Watabe Japanese actor actor,current
2023-03-23,JP,マイク・トラウト,Q3090378,61996,ja,human,Mike Trout American professional baseball player baseball player,current
2023-03-23,JP,山本聖子,Q514138,61532,ja,human,Seiko Yamamoto Japanese wrestler amateur wrestler,current
2023-03-23,JP,岡本和真,Q18817419,61177,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-28,JP,バングーナガンデ佳史扶,Q55760462,60779,ja,human,Kashif Bangnagande Japanese association football player association football player,current
2023-03-23,JP,城石憲之,Q11426250,60555,ja,human,Noriyuki Shiroishi baseball player baseball player,current
2023-03-30,JP,小西洋之,Q11463616,60210,ja,human,Hiroyuki Konishi Japanese politician politician,current
2023-03-26,JP,早川殿,Q11511331,59776,ja,human,Hayakawa-dono daughter of Japanese daimyo Hōjō Ujiyasu and wife of Imagawa Ujizane ,historical
2023-03-20,JP,田中眞紀子,Q465217,59612,ja,human,Makiko Tanaka Japanese politician (born 1944) diplomat,current
2023-03-14,JP,ラーズ・ヌートバー,Q107315831,59174,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-24,JP,高橋和也,Q11671113,58940,ja,human,Kazuya Takahashi Japanese actor actor,current
2023-03-07,JP,大谷翔平,Q4391858,58461,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-21,JP,源田壮亮,Q27918037,58386,ja,human,Sōsuke Genda Japanese baseball player (1993-) baseball player,current
2023-03-05,JP,愛河里花子,Q3140773,58330,ja,human,Rikako Aikawa Japanese actress and voice actress actor,current
2023-03-22,JP,戸郷翔征,Q64783079,57900,ja,human,Shōsei Togō Japanese baseball player professional baseball player,current
2023-03-13,JP,大谷翔平,Q4391858,57620,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-17,JP,ガーシー,Q111593161,57256,ja,human,GaaSyy Japanese politician and YouTuber YouTuber,current
2023-03-11,JP,宮城大弥,Q76284009,57141,ja,human,Hiroya Miyagi Japanese baseball player baseball player,current
2023-03-26,JP,大谷翔平,Q4391858,56328,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-08,JP,徳川家重,Q323443,56308,ja,human,Tokugawa Ieshige Tokugawa shogun (1712-1761) samurai,historical
2023-03-15,JP,大津綾香,Q11437367,56264,ja,human,Ayaka Ōtsu Japanese child actress child actor,current
2023-03-09,JP,大津綾香,Q11437367,56206,ja,human,Ayaka Ōtsu Japanese child actress child actor,current
2023-03-10,JP,髙橋宏斗,Q104538904,56201,ja,human,Hiroto Takahashi Japanese baseball player professional baseball player,current
2023-03-09,JP,角野隼斗,Q95340089,55986,ja,human,Hayato Sumino Japanese pianist musician,current
2023-03-11,JP,ダルビッシュ有,Q940215,55288,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-22,JP,近藤健介,Q11638712,54917,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-11,JP,近藤健介,Q11638712,54687,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-10,JP,角野隼斗,Q95340089,54581,ja,human,Hayato Sumino Japanese pianist musician,current
2023-03-13,JP,大江光,Q2628541,54333,ja,human,Hikari Ōe Japanese composer composer,current
2023-03-12,JP,高橋奎二,Q24870060,54327,ja,human,Keiji Takahashi Japanese baseball player baseball player,current
2023-03-25,JP,山本聖子,Q514138,54212,ja,human,Seiko Yamamoto Japanese wrestler amateur wrestler,current
2023-03-28,JP,栗山英樹,Q10855516,53779,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-21,JP,佐々木朗希,Q71678901,53656,ja,human,Rōki Sasaki Japanese baseball player baseball player,current
2023-03-09,JP,牧秀悟,Q102246912,53343,ja,human,Shugo Maki Japanese baseball player baseball player,current
2023-03-22,JP,岡本和真,Q18817419,52974,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-22,JP,高橋奎二,Q24870060,52942,ja,human,Keiji Takahashi Japanese baseball player baseball player,current
2023-03-24,JP,岡本健一,Q11473068,52720,ja,human,Ken'ichi Okamoto Japanese actor actor,historical
2023-03-25,JP,ダルビッシュ有,Q940215,52697,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-23,JP,周東佑京,Q43426837,52549,ja,human,Ukyo Shuto baseball player baseball player,current
2023-03-26,JP,栗山英樹,Q10855516,52430,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-20,JP,ジェンソン・バトン,Q10510,51836,ja,human,Jenson Button British racing driver racing automobile driver,current
2023-03-21,JP,唐橋ユミ,Q11418580,51820,ja,human,Yumi Karahashi Japanese announcer announcer,current
2023-03-22,JP,セドリック・マリンズ,Q56063045,51811,ja,human,Cedric Mullins baseball player baseball player,current
2023-03-05,JP,芦田愛菜,Q1135649,51787,ja,human,Mana Ashida Japanese actress and singer singer,current
2023-03-28,JP,水卜麻美,Q9007552,51341,ja,human,Asami Miura Japanese TV announcer announcer,current
2023-03-03,JP,ジュリア・ロバーツ,Q40523,50879,ja,human,Julia Roberts American actress (born 1967) television actor,current
2023-03-09,JP,湯浅京己,Q59552004,50863,ja,human,Atsuki Yuasa Japanese baseball player baseball player,current
2023-03-12,JP,近藤健介,Q11638712,50857,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-17,JP,大谷翔平,Q4391858,50817,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-21,JP,近藤健介,Q11638712,50716,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-21,JP,ジオバニー・ガジェゴス,Q28911593,50650,ja,human,Giovanny Gallegos Mexican professional baseball pitcher baseball player,current
2023-03-10,JP,今永昇太,Q22117936,50479,ja,human,Shōta Imanaga Japanese baseball player (1993-) baseball player,current
2023-03-19,JP,黒谷友香,Q4390350,50197,ja,human,Tomoka Kurotani Japanese actress (1975-) actor,current
2023-03-23,JP,杉谷拳士,Q11522346,50109,ja,human,Kenshi Sugiya Japanese baseball player baseball player,current
2023-03-13,JP,トレバー・バウアー,Q3538556,50057,ja,human,Trevor Bauer American professional baseball player (born 1991) baseball player,current
2023-03-09,JP,戸郷翔征,Q64783079,49819,ja,human,Shōsei Togō Japanese baseball player professional baseball player,current
2023-03-25,JP,ラーズ・ヌートバー,Q107315831,49698,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-12,JP,北香那,Q30933359,49597,ja,human,Kana Kita Japanese actress actor,current
2023-03-13,JP,キー・ホイ・クァン,Q445017,49434,ja,human,Ke Huy Quan American actor and stunt choreographer actor,current
2023-03-19,JP,ラーズ・ヌートバー,Q107315831,49335,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-15,JP,ラーズ・ヌートバー,Q107315831,49179,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-23,JP,高橋奎二,Q24870060,49151,ja,human,Keiji Takahashi Japanese baseball player baseball player,current
2023-03-11,JP,中野拓夢,Q102247137,48927,ja,human,Takumu Nakano Japanese baseball player professional baseball player,current
2023-03-10,JP,栗山英樹,Q10855516,48668,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-21,JP,ゆり香,Q59551910,48316,ja,human,Yurika No description found businessperson,current
2023-03-23,JP,髙橋宏斗,Q104538904,48216,ja,human,Hiroto Takahashi Japanese baseball player professional baseball player,current
2023-03-22,JP,伊藤大海_(野球),Q102246676,48200,ja,human,Hiromi Itoh Japanese baseball player professional baseball player,current
2023-03-23,JP,清水雅治,Q11561225,47773,ja,human,Masaji Shimizu Japanese baseball player baseball player,current
2023-03-22,JP,ゆり香,Q59551910,47705,ja,human,Yurika No description found businessperson,current
2023-03-22,JP,佐々木朗希,Q71678901,47642,ja,human,Rōki Sasaki Japanese baseball player baseball player,current
2023-03-04,JP,ラーズ・ヌートバー,Q107315831,47353,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-14,JP,大江健三郎,Q80095,47180,ja,human,Kenzaburō Ōe Japanese writer and Nobel Laureate (1935–2023) novelist,current
2023-03-09,JP,ダルビッシュ有,Q940215,47098,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-19,JP,塚地武雅,Q11428431,47063,ja,human,Muga Tsukaji Japanese actor actor,current
2023-03-22,JP,鈴木誠也,Q11649272,46931,ja,human,Seiya Suzuki Japanese baseball player (born 1994) baseball player,current
2023-03-12,JP,木村文乃,Q13099808,46835,ja,human,Fumino Kimura Japanese actress actor,current
2023-03-18,JP,ラーズ・ヌートバー,Q107315831,46822,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-04,JP,田津原理音,Q116937055,46709,ja,human,Rion Tazuhara Japanese owarai tarento owarai tarento,historical
2023-03-18,JP,大谷翔平,Q4391858,46698,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-23,JP,源田壮亮,Q27918037,46461,ja,human,Sōsuke Genda Japanese baseball player (1993-) baseball player,current
2023-03-11,JP,山川穂高,Q15304363,46424,ja,human,Hotaka Yamakawa Japanese baseball player (born 1991) baseball player,current
2023-03-17,JP,山田親太朗,Q3543354,46411,ja,human,Shintaro Yamada Japanese actor-model actor,current
2023-03-14,JP,ガーシー,Q111593161,46216,ja,human,GaaSyy Japanese politician and YouTuber YouTuber,current
2023-03-01,JP,牧原大成,Q11570375,46106,ja,human,Taisei Makihara Japanese baseball player baseball player,current
2023-03-26,JP,唐橋ユミ,Q11418580,44994,ja,human,Yumi Karahashi Japanese announcer announcer,current
2023-03-01,JP,鈴木伸之,Q9437110,44849,ja,human,Nobuyuki Suzuki Japanese actor actor,current
2023-03-24,JP,吉田正尚,Q22120815,44647,ja,human,Masataka Yoshida Japanese baseball player baseball player,current
2023-03-25,JP,栗山英樹,Q10855516,44464,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-10,JP,水原一平,Q56059810,44420,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-13,JP,紅林麻雄,Q11605219,44355,ja,human,Kurebayashi Asao Japanese police detective police officer,historical
2023-03-02,JP,池田大作,Q467395,44279,ja,human,Daisaku Ikeda Japanese Buddhist leader (1928–2023) religious person,historical
2023-03-25,JP,吉田正尚,Q22120815,44215,ja,human,Masataka Yoshida Japanese baseball player baseball player,current
2023-03-02,JP,黒崎真音,Q1074952,44211,ja,human,Maon Kurosaki Japanese singer-songwriter (1988-2023) singer-songwriter,current
2023-03-17,JP,若林豪,Q3544380,44020,ja,human,Gō Wakabayashi Japanese actor actor,historical
2023-03-16,JP,岡本和真,Q18817419,43855,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-22,JP,衛藤美彩,Q5359588,43853,ja,human,"Misa Etō Japanese female talent, fashion model (1993-) actor",current
2023-03-22,JP,今永昇太,Q22117936,43645,ja,human,Shōta Imanaga Japanese baseball player (1993-) baseball player,current
2023-03-21,JP,水原一平,Q56059810,43472,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-10,JP,さんきゅう倉田,Q21699834,43362,ja,human,Sankyū Kurata Japanese owarai tarento owarai tarento,historical
2023-03-18,JP,ダルビッシュ有,Q940215,43331,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-23,JP,衛藤美彩,Q5359588,43281,ja,human,"Misa Etō Japanese female talent, fashion model (1993-) actor",current
2023-03-07,JP,ガーシー,Q111593161,43273,ja,human,GaaSyy Japanese politician and YouTuber YouTuber,current
2023-03-24,JP,前田耕陽,Q11397716,43047,ja,human,Kōyō Maeda Japanese actor and keyboardist actor,current
2023-03-06,JP,本多正信,Q845447,42805,ja,human,Honda Masanobu Military commander and daimyo in the service of Tokugawa Ieyasu samurai,historical
2023-03-10,JP,松井裕樹,Q11529198,42579,ja,human,Yuki Matsui Japanese professional baseball player baseball player,current
2023-03-24,JP,水原一平,Q56059810,42539,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-24,JP,Miwa,Q306665,42509,ja,human,Miwa Japanese singer-songwriter (born 1990) singer,current
2023-03-06,JP,小倉優子,Q253715,42495,ja,human,"Yūko Ogura Japanese idol, model actor",current
2023-03-08,JP,大谷翔平,Q4391858,42461,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-05,JP,山下一貴,Q112237976,42378,ja,human,Ichitaka Yamashita Japanese long-distance runner athletics competitor,current
2023-03-10,JP,李鍾範,Q482887,42270,ja,human,Lee Jong-beom South Korean baseball player baseball player,current
2023-03-20,JP,きゃりーぱみゅぱみゅ,Q242300,42166,ja,human,"Kyary Pamyu Pamyu Japanese singer, model and tarento (born 1993) singer",current
2023-03-08,JP,三浦清志,Q73112222,42125,ja,human,Kiyoshi Miura Japanese businessman businessperson,current
2023-03-13,JP,佐々木朗希,Q71678901,42123,ja,human,Rōki Sasaki Japanese baseball player baseball player,current
2023-03-17,JP,ダルビッシュ有,Q940215,41988,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-02,JP,千眼美子,Q5508577,41667,ja,human,"Yoshiko Sengen Japanese actress, gravure idol and model actor",current
2023-03-21,JP,ダルビッシュ有,Q940215,41430,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-13,JP,坂田藤十郎_(4代目),Q7402858,41084,ja,human,Sakata Tōjūrō IV Japanese actor actor,historical
2023-03-10,JP,安藤サクラ,Q1060139,40998,ja,human,Sakura Andō Japanese actress actor,current
2023-03-03,JP,リチャード・ギア,Q48410,40983,ja,human,Richard Gere American actor (born 1949) actor,current
2023-03-22,JP,遠野なぎこ,Q11642410,40880,ja,human,Nagiko Tōno Japanese actress (1979–2025) actor,current
2023-03-21,JP,きゃりーぱみゅぱみゅ,Q242300,40701,ja,human,"Kyary Pamyu Pamyu Japanese singer, model and tarento (born 1993) singer",current
2023-03-27,JP,大谷翔平,Q4391858,40437,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-22,JP,葉山奨之,Q17229848,40418,ja,human,Shōno Hayama Japanese actor actor,historical
2023-03-09,JP,風吹ジュン,Q873539,40416,ja,human,Jun Fubuki Japanese actress (1952-) actor,historical
2023-03-21,JP,城石憲之,Q11426250,40355,ja,human,Noriyuki Shiroishi baseball player baseball player,current
2023-03-30,JP,田中将大,Q911463,40048,ja,human,Masahiro Tanaka Japanese baseball pitcher professional baseball player,current
2023-03-29,JP,白井一幸,Q11579325,40010,ja,human,Kazuyuki Shirai Japanese baseball player baseball player,current
2023-03-10,JP,中野拓夢,Q102247137,39887,ja,human,Takumu Nakano Japanese baseball player professional baseball player,current
2023-03-04,JP,大川裕太,Q7385496,39672,ja,human,"Ryūhō Ōkawa Japanese religious leader who founded the world religion ""Happy Science"" (1956-2023) religious leader",historical
2023-03-23,JP,宇田川優希,Q106479226,39632,ja,human,Yuki Udagawa Japanese baseball player baseball player,current
2023-03-13,JP,藤井直伸,Q55183455,39594,ja,human,Naonobu Fujii Japanese volleyball player volleyball player,current
2023-03-09,JP,近藤健介,Q11638712,39213,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-29,JP,中村倫也,Q11365305,39202,ja,human,Tomoya Nakamura Japanese actor actor,current
2023-03-29,JP,浜崎あゆみ,Q188111,38973,ja,human,"Ayumi Hamasaki Japanese singer, songwriter, and actress seiyū",current
2023-03-16,JP,近藤健介,Q11638712,38969,ja,human,Kensuke Kondo Japanese professional baseball player baseball player,current
2023-03-29,JP,小池美由,Q17130259,38494,ja,human,Miyu Koike Japanese singer singer,current
2023-03-25,JP,成田昭次,Q11495681,38461,ja,human,Shōji Narita Japanese singer-songwriter and singer singer-songwriter,current
2023-03-09,JP,栗山英樹,Q10855516,38298,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-12,JP,宇田川優希,Q106479226,37968,ja,human,Yuki Udagawa Japanese baseball player baseball player,current
2023-03-15,JP,大谷翔平,Q4391858,37776,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-26,JP,ダルビッシュ有,Q940215,37761,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-28,JP,大谷翔平,Q4391858,37739,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-05,JP,大谷翔平,Q4391858,37649,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-28,JP,白井一幸,Q11579325,37279,ja,human,Kazuyuki Shirai Japanese baseball player baseball player,current
2023-03-10,JP,牧秀悟,Q102246912,37140,ja,human,Shugo Maki Japanese baseball player baseball player,current
2023-03-22,JP,吉井理人,Q487530,37121,ja,human,"Masato Yoshii Japanese professional baseball player, MLB player, coach, manager baseball player",current
2023-03-16,JP,伊藤大海_(野球),Q102246676,37112,ja,human,Hiromi Itoh Japanese baseball player professional baseball player,current
2023-03-13,JP,大津綾香,Q11437367,37070,ja,human,Ayaka Ōtsu Japanese child actress child actor,current
2023-03-22,JP,トレイ・ターナー,Q16235922,37042,ja,human,Trea Turner American baseball player baseball player,current
2023-03-21,JP,道端アンジェリカ,Q11641788,36915,ja,human,Angelica Michibata Japanese model and fashion model model,current
2023-03-23,JP,翁田大勢,Q109597331,36903,ja,human,Taisei Ota Japanese professional baseball player baseball player,current
2023-03-19,JP,藤井聡太,Q27150862,36659,ja,human,Sota Fujii Japanese shogi player professional shogi player,current
2023-03-11,JP,栗山英樹,Q10855516,36597,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-25,JP,水原一平,Q56059810,36537,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-21,JP,山川穂高,Q15304363,36251,ja,human,Hotaka Yamakawa Japanese baseball player (born 1991) baseball player,current
2023-03-24,JP,岡本和真,Q18817419,36163,ja,human,Kazuma Okamoto baseball player baseball player,current
2023-03-14,JP,大谷翔平,Q4391858,36050,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-14,JP,陳建民,Q5090822,35915,ja,human,Chen Kenmin Japanese chef (1912-1990) chef,historical
2023-03-12,JP,安藤サクラ,Q1060139,35826,ja,human,Sakura Andō Japanese actress actor,current
2023-03-10,JP,岸井ゆきの,Q11475780,35826,ja,human,Yukino Kishii Japanese actress (born 1992) actor,current
2023-03-07,JP,種市篤暉,Q43425083,35566,ja,human,Atsuki Taneichi baseball player baseball player,current
2023-03-15,JP,津山登志子,Q11556040,35419,ja,human,Toshiko Tsuyama Japanese actress (1954–2023) actor,historical
2023-03-09,JP,菅生健人,Q1134047,35326,ja,human,Masaki Suda Japanese actor and singer (born 1993) actor,current
2023-03-29,JP,吉田正尚,Q22120815,35206,ja,human,Masataka Yoshida Japanese baseball player baseball player,current
2023-03-17,JP,吉田正尚,Q22120815,35113,ja,human,Masataka Yoshida Japanese baseball player baseball player,current
2023-03-16,JP,大津綾香,Q11437367,35043,ja,human,Ayaka Ōtsu Japanese child actress child actor,current
2023-03-05,JP,望月千代女,Q1085443,35012,ja,human,Mochizuki Chiyome Kunoichi (female ninja) samurai,historical
2023-03-05,JP,ラーズ・ヌートバー,Q107315831,34950,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-25,JP,東谷義和,Q111593161,34882,ja,human,GaaSyy Japanese politician and YouTuber YouTuber,current
2023-03-29,JP,ジャリエル・ロドリゲス,Q85640271,34838,ja,human,Yariel Rodríguez Cuban baseball player baseball player,current
2023-03-05,JP,吉岡里帆,Q22758581,34653,ja,human,Riho Yoshioka Japanese actress actor,current
2023-03-22,JP,大貫亜美,Q2563186,34569,ja,human,Ami Onuki Japanese pop singer singer,current
2023-03-09,JP,吉田正尚,Q22120815,34468,ja,human,Masataka Yoshida Japanese baseball player baseball player,current
2023-03-10,JP,真砂勇介,Q11583434,34460,ja,human,Yūsuke Masago Japanese baseball player baseball player,current
2023-03-20,JP,大谷翔平,Q4391858,34420,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-31,JP,吉田正尚,Q22120815,34373,ja,human,Masataka Yoshida Japanese baseball player baseball player,current
2023-03-27,JP,都倉俊一,Q11643484,34341,ja,human,Shunichi Tokura Japanese composer and music arranger composer,current
2023-03-24,JP,西村拓真,Q18817931,34256,ja,human,Takuma Nishimura Japanese association football player association football player,current
2023-03-03,JP,大谷翔平,Q4391858,34185,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-18,JP,目黒蓮,Q65275571,34135,ja,human,"Ren Meguro Japanese idol, actor and Snow Man member actor",current
2023-03-12,JP,栗山英樹,Q10855516,33867,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-17,JP,リヴ・タイラー,Q168763,33744,ja,human,Liv Tyler American actress (born 1977) actor,current
2023-03-11,JP,水原一平,Q56059810,33714,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-27,JP,白井一幸,Q11579325,33698,ja,human,Kazuyuki Shirai Japanese baseball player baseball player,current
2023-03-10,JP,大津綾香,Q11437367,33590,ja,human,Ayaka Ōtsu Japanese child actress child actor,current
2023-03-08,JP,立花孝志,Q17198778,33493,ja,human,"Takashi Tachibana Japanese politician, YouTuber journalist",current
2023-03-19,JP,関水渚,Q43427086,33455,ja,human,Nagisa Sekimizu Japanese actress actor,current
2023-03-23,JP,白井一幸,Q11579325,33428,ja,human,Kazuyuki Shirai Japanese baseball player baseball player,current
2023-03-22,JP,ポール・ゴールドシュミット,Q3067488,33427,ja,human,Paul Goldschmidt American baseball player (born 1987) baseball player,current
2023-03-29,JP,大谷翔平,Q4391858,33399,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-25,JP,藤原美樹,Q105259092,33256,ja,human,Miki Fujiwara No description found ,historical
2023-03-20,JP,佐々木朗希,Q71678901,33202,ja,human,Rōki Sasaki Japanese baseball player baseball player,current
2023-03-12,JP,ダルビッシュ有,Q940215,33105,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-11,JP,周東佑京,Q43426837,33075,ja,human,Ukyo Shuto baseball player baseball player,current
2023-03-23,JP,ゆり香,Q59551910,32946,ja,human,Yurika No description found businessperson,current
2023-03-23,JP,村上宗隆,Q54292783,32869,ja,human,Munetaka Murakami Japanese professional baseball player baseball player,current
2023-03-05,JP,本田真凜,Q19560756,32807,ja,human,Marin Honda Japanese figure skater figure skater,current
2023-03-13,JP,三上悠亜,Q22128111,32766,ja,human,"Yua Mikami Japanese idol, talent and YouTuber, former adult video actress Japanese idol",current
2023-03-25,JP,林鼓子,Q11533390,32617,ja,human,Coco Hayashi Japanese voice actress actor,current
2023-03-19,JP,あの,Q34861530,32487,ja,human,"Ano Japanese female singer, talent, model, model",current
2023-03-11,JP,安藤サクラ,Q1060139,32426,ja,human,Sakura Andō Japanese actress actor,current
2023-03-22,JP,山田哲人,Q11470268,32356,ja,human,Tetsuto Yamada Japanese baseball player baseball player,current
2023-03-15,JP,バングーナガンデ佳史扶,Q55760462,32349,ja,human,Kashif Bangnagande Japanese association football player association football player,current
2023-03-08,JP,中村ゆり,Q5358224,32348,ja,human,Yuri Nakamura Korean actress and former singer (born 1982) actor,current
2023-03-14,JP,道場六三郎,Q7360108,32341,ja,human,Rokusaburō Michiba Japanese chef chef,historical
2023-03-22,JP,吉村由美,Q2737572,32252,ja,human,Yumi Yoshimura Japanese pop singer singer,current
2023-03-22,JP,福島弓子,Q9040332,32234,ja,human,Yumiko Fukushima Japanese announcer announcer,current
2023-03-01,JP,津田健次郎,Q1255370,32180,ja,human,"Kenjiro Tsuda Japanese actor, voice actor and narrator seiyū",current
2023-03-15,JP,水原一平,Q56059810,32105,ja,human,Ippei Mizuhara English interpreter interpreter,current
2023-03-18,JP,渡部篤郎,Q5368124,32053,ja,human,Atsurō Watabe Japanese actor actor,current
2023-03-07,JP,大橋マキ,Q11436532,31982,ja,human,Maki Ōhashi Japanese announcer announcer,historical
2023-03-16,JP,あの,Q34861530,31975,ja,human,"Ano Japanese female singer, talent, model, model",current
2023-03-22,JP,宇田川優希,Q106479226,31960,ja,human,Yuki Udagawa Japanese baseball player baseball player,current
2023-03-22,JP,宮城大弥,Q76284009,31861,ja,human,Hiroya Miyagi Japanese baseball player baseball player,current
2023-03-02,JP,ラーズ・ヌートバー,Q107315831,31616,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-30,JP,大谷翔平,Q4391858,31510,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-28,JP,財前直見,Q3543463,31448,ja,human,Naomi Zaizen Japanese actress actor,current
2023-03-05,JP,門脇麦,Q11655100,31402,ja,human,Mugi Kadowaki Japanese actress actor,current
2023-03-28,JP,今川氏真,Q3100078,31349,ja,human,Imagawa Ujizane Japanese daimyo of the Sengoku period samurai,historical
2023-03-21,JP,衛藤美彩,Q5359588,31267,ja,human,"Misa Etō Japanese female talent, fashion model (1993-) actor",current
2023-03-12,JP,督姫,Q3276029,31252,ja,human,"Toku-hime daughter of Tokugawa Ieyasu; wife of Hōjō Ujinao, Ikeda Terumasa aristocrat",historical
2023-03-13,JP,中村鴈治郎_(4代目),Q11365934,31216,ja,human,Nakamura Ganjiro IV Japanese kabuki actor kabuki actor,historical
2023-03-30,JP,伊藤裕季也,Q62601562,31143,ja,human,Yukiya Itō Japanese baseball player baseball player,current
2023-03-03,JP,大川宏洋,Q21018871,31036,ja,human,"Hiroshi Business person, YouTuber businessperson",current
2023-03-07,JP,吉高由里子,Q1039583,30979,ja,human,Yuriko Yoshitaka Japanese actress actor,current
2023-03-31,JP,大谷翔平,Q4391858,30976,ja,human,Shohei Ohtani Japanese professional baseball player baseball player,current
2023-03-19,JP,ダルビッシュ有,Q940215,30859,ja,human,Yu Darvish Japanese professional baseball pitcher baseball player,current
2023-03-18,JP,武隈光希,Q118696298,30858,ja,human,Mitsuki Takekuma Japanese television announcer continuity,current
2023-03-12,JP,お田鶴の方,Q28785314,30801,ja,human,Otazu no kata Japanese Samurai woman samurai,historical
2023-03-22,JP,イチロー,Q600,30779,ja,human,Ichiro Suzuki Japanese Hall of Fame baseball player professional baseball player,historical
2023-03-04,JP,こたけ正義感,Q92923853,30606,ja,human,Kotake Seigikan Japanese owarai tarento and lawyer (1986-) owarai tarento,historical
2023-03-11,JP,牧秀悟,Q102246912,30578,ja,human,Shugo Maki Japanese baseball player baseball player,current
2023-03-03,JP,山内泉,Q56348581,30567,ja,human,Izumi Yamauchi Japanese announcer announcer,historical
2023-03-21,JP,石井正則,Q11585001,30477,ja,human,Masanori Ishii Japanese actor and comedian actor,current
2023-03-19,JP,柄本時生,Q11259381,30447,ja,human,Tokio Emoto Japanese actor actor,historical
2023-03-14,JP,紅林麻雄,Q11605219,30371,ja,human,Kurebayashi Asao Japanese police detective police officer,historical
2023-03-26,JP,ラーズ・ヌートバー,Q107315831,30370,ja,human,Lars Nootbaar American baseball player baseball player,current
2023-03-28,JP,ジャリエル・ロドリゲス,Q85640271,30362,ja,human,Yariel Rodríguez Cuban baseball player baseball player,current
2023-03-31,JP,栗山英樹,Q10855516,30313,ja,human,Hideki Kuriyama Japanese baseball player and manager baseball player,historical
2023-03-12,JP,湯浅京己,Q59552004,30270,ja,human,Atsuki Yuasa Japanese baseball player baseball player,current
